TALOMON CAPITAL LIMITED,Electrolux Professional AB (publ),SE0013747870,"<0,5",5/1/2020,
Oceanwood Capital Management Limited,Intrum AB,SE0000936478,"<0,5",5/1/2020,
Oceanwood Capital Management LLP,Intrum AB,SE0000936478,"1,26",5/1/2020,
Voleon Capital Management LP,Fingerprint Cards AB,SE0008374250,"2,26",4/30/2020,
Marshall Wace LLP,Boliden AB,SE0012455673,"1,18",4/30/2020,
Citadel Europe LLP,Aktiebolaget Electrolux,SE0000103814,"0,99",4/30/2020,
Voleon Capital Management LP,LeoVegas AB (publ),SE0008091904,"1,22",4/30/2020,
Caxton Europe LLP,SAS AB,SE0003366871,"0,55",4/30/2020,
Citadel Advisors LLC,SAS AB,SE0003366871,"0,67",4/30/2020,
Squarepoint Ops LLC,Scandic Hotels Group AB,SE0007640156,2,4/30/2020,
Citadel Advisors LLC,Scandic Hotels Group AB,SE0007640156,"0,83",4/30/2020,
Voleon Capital Management LP,Hoist Finance AB (publ),SE0006887063,"0,74",4/30/2020,
Millennium Capital Partners LLP,Skanska AB,SE0000113250,"0,6",4/30/2020,
Voleon Capital Management LP,NetEnt AB (publ),SE0012455525,"1,02",4/30/2020,
Marshall Wace LLP,JM AB,SE0000806994,"1,41",4/30/2020,
Citadel Advisors LLC,LeoVegas AB (publ),SE0008091904,"0,5",4/30/2020,
Naya Capital Management UK Limited,Intrum AB,SE0000936478,"1,74",4/30/2020,
TALOMON CAPITAL LIMITED,Electrolux Professional AB (publ),SE0013747870,"2,1",4/30/2020,
Voleon Capital Management LP,SAS AB,SE0003366871,"0,74",4/30/2020,
Voleon Capital Management LP,Mekonomen Aktiebolag,SE0002110064,"0,75",4/30/2020,
AQR Capital Management LLC,HEXPOL AB,SE0007074281,"0,69",4/29/2020,
Citadel Advisors LLC,Aktiebolaget Electrolux,SE0000103814,"0,55",4/29/2020,
Voleon Capital Management LP,Fingerprint Cards AB,SE0008374250,"2,41",4/29/2020,
Marshall Wace LLP,Hexagon Aktiebolag,SE0000103699,"0,79",4/29/2020,
TT International Asset Management Ltd,JM AB,SE0000806994,"<0,5",4/29/2020,
Voleon Capital Management LP,Scandic Hotels Group AB,SE0007640156,"0,62",4/29/2020,
Voleon Capital Management LP,NetEnt AB (publ),SE0012455525,"1,15",4/29/2020,
Citadel Advisors LLC,Scandic Hotels Group AB,SE0007640156,"0,97",4/29/2020,
Voleon Capital Management LP,Tethys Oil AB,SE0012455202,"0,65",4/29/2020,
Marshall Wace LLP,Sinch AB (publ),SE0007439112,"0,55",4/29/2020,
Citadel Advisors LLC,Aktiebolaget Electrolux,SE0000103814,"0,55",4/29/2020,
Marshall Wace LLP,BillerudKorsnäs Aktiebolag (publ),SE0000862997,"0,5",4/29/2020,
Marshall Wace LLP,Elekta AB (publ),SE0000163628,"0,62",4/29/2020,
Citadel Advisors LLC,Mekonomen Aktiebolag,SE0002110064,"0,53",4/29/2020,
Voleon Capital Management LP,Hansa Biopharma AB,SE0002148817,"1,52",4/29/2020,
AQR Capital Management LLC,Elekta AB (publ),SE0000163628,"0,59",4/29/2020,
Voleon Capital Management LP,Powercell Sweden AB (publ),SE0006425815,"<0,5",4/29/2020,
EMINENCE CAPITAL LP,Elekta AB (publ),SE0000163628,"0,58",4/29/2020,
Citadel Europe LLP,H & M Hennes & Mauritz AB,SE0000106270,"0,56",4/29/2020,
Voleon Capital Management LP,Oncopeptides AB,SE0009414576,"0,89",4/29/2020,
Voleon Capital Management LP,Scandic Hotels Group AB,SE0007640156,"0,55",4/28/2020,
Voleon Capital Management LP,NetEnt AB (publ),SE0012455525,"1,31",4/28/2020,
Marshall Wace LLP,JM AB,SE0000806994,"1,35",4/28/2020,
Systematica Investments Limited,Modern Times Group MTG AB,SE0000412371,"0,7",4/28/2020,
Naya Capital Management UK Limited,Intrum AB,SE0000936478,"1,63",4/28/2020,
Citadel Advisors LLC,SSAB AB,SE0000120669,"1,11",4/28/2020,
Marshall Wace LLP,Boliden AB,SE0012455673,"1,27",4/28/2020,
Pictet Asset Management SA,Securitas AB,SE0000163594,"<0,5",4/28/2020,
Marshall Wace LLP,Intrum AB,SE0000936478,"1,38",4/28/2020,
Egerton Capital (UK) LLP,Elekta AB (publ),SE0000163628,"1,56",4/28/2020,
Citadel Europe LLP,Elekta AB (publ),SE0000163628,"0,54",4/28/2020,
Marshall Wace Asia Ltd,Skanska AB,SE0000113250,"<0,5",4/28/2020,
Voleon Capital Management LP,SAS AB,SE0003366871,"0,88",4/28/2020,
Marshall Wace LLP,BillerudKorsnäs Aktiebolag (publ),SE0000862997,"<0,5",4/28/2020,
Marshall Wace LLP,IMMUNICUM Aktiebolag,SE0005003654,"0,88",4/28/2020,
Voleon Capital Management LP,Hansa Biopharma AB,SE0002148817,"1,43",4/28/2020,
Citadel Advisors LLC,LeoVegas AB (publ),SE0008091904,"<0,5",4/28/2020,
Voleon Capital Management LP,Hoist Finance AB (publ),SE0006887063,"0,69",4/28/2020,
Wellington Management JAPAN PTE. LTD,Boozt AB,SE0009888738,"<0,5",4/28/2020,
Kintbury Equity Master Fund,Elekta AB (publ),SE0000163628,"0,52",4/28/2020,
Marshall Wace LLP,Skanska AB,SE0000113250,"0,79",4/28/2020,
Marshall Wace LLP,Skanska AB,SE0000113250,"0,79",4/28/2020,
Marshall Wace LLP,Modern Times Group MTG AB,SE0000412371,"1,2",4/27/2020,
Cubist Systematic Strategies LLC,Scandic Hotels Group AB,SE0007640156,"0,54",4/27/2020,
WORLDQUANT LLC,Scandic Hotels Group AB,SE0007640156,"<0,5",4/27/2020,
Citadel Advisors LLC,SAS AB,SE0003366871,"0,7",4/27/2020,
Voleon Capital Management LP,Fingerprint Cards AB,SE0008374250,"2,5",4/27/2020,
Voleon Capital Management LP,KINDRED GROUP PLC,SE0007871645,"0,62",4/27/2020,
Voleon Capital Management LP,Hansa Biopharma AB,SE0002148817,"1,3",4/27/2020,
Marshall Wace LLP,BillerudKorsnäs Aktiebolag (publ),SE0000862997,"0,5",4/27/2020,
Wellington Management Company LLP,Boozt AB,SE0009888738,"<0,5",4/27/2020,
Squarepoint Ops LLC,Hansa Biopharma AB,SE0002148817,"<0,5",4/27/2020,
Voleon Capital Management LP,NetEnt AB (publ),SE0012455525,"1,4",4/27/2020,
Citadel Europe LLP,ICA Gruppen Aktiebolag,SE0000652216,"0,89",4/27/2020,
Voleon Capital Management LP,Mekonomen Aktiebolag,SE0002110064,"0,6",4/27/2020,
AQR Capital Management LLC,Svenska Cellulosa Aktiebolaget SCA,SE0000112724,"1,68",4/24/2020,
TALOMON CAPITAL LIMITED,Electrolux Professional AB (publ),SE0013747870,"1,72",4/24/2020,
WORLDQUANT LLC,Scandic Hotels Group AB,SE0007640156,"0,5",4/24/2020,
CapeView Capital LLP,SAAB Aktiebolag,SE0000112385,"0,71",4/24/2020,
WORLDQUANT LLC,NCC Aktiebolag,SE0000117970,"0,6",4/24/2020,
Bogle Investment Management LP,G5 Entertainment AB (publ),SE0001824004,"0,66",4/24/2020,
JPMorgan Asset Management (UK) Ltd,RaySearch Laboratories AB (publ),SE0000135485,"1,35",4/24/2020,
Citadel Advisors LLC,Scandic Hotels Group AB,SE0007640156,"1,02",4/24/2020,
Voleon Capital Management LP,Hansa Biopharma AB,SE0002148817,"1,21",4/24/2020,
Norron SICAV,Arise AB,SE0002095604,"<0,5",4/24/2020,
Pictet Asset Management SA,Securitas AB,SE0000163594,"0,57",4/24/2020,
Citadel Advisors LLC,SAS AB,SE0003366871,"0,8",4/24/2020,
Voleon Capital Management LP,Fingerprint Cards AB,SE0008374250,"2,47",4/24/2020,
Voleon Capital Management LP,NetEnt AB (publ),SE0012455525,"1,59",4/23/2020,
ALCUR FONDER AB,HiQ International AB,SE0012454619,"<0,5",4/23/2020,
GLG Partners LP,Arjo AB (publ),SE0010468116,"0,69",4/23/2020,
Citadel Advisors LLC,Tobii AB,SE0002591420,"<0,5",4/23/2020,
Voleon Capital Management LP,Oncopeptides AB,SE0009414576,"0,99",4/23/2020,
TALOMON CAPITAL LIMITED,Indutrade Aktiebolag,SE0001515552,"0,66",4/23/2020,
Voleon Capital Management LP,Fingerprint Cards AB,SE0008374250,"2,39",4/23/2020,
Marshall Wace LLP,SAS AB,SE0003366871,"1,29",4/23/2020,
ALCUR FONDER AB,Svolder Aktiebolag,SE0010663310,"<0,5",4/23/2020,
TALOMON CAPITAL LIMITED,Electrolux Professional AB (publ),SE0013747870,"0,87",4/23/2020,
Voleon Capital Management LP,Hoist Finance AB (publ),SE0006887063,"0,7",4/23/2020,
GLG Partners LP,Arjo AB (publ),SE0010468116,"0,7",4/22/2020,
Citadel Advisors LLC,LeoVegas AB (publ),SE0008091904,"0,5",4/22/2020,
Naya Capital Management UK Limited,Intrum AB,SE0000936478,"1,51",4/22/2020,
Voleon Capital Management LP,SAS AB,SE0003366871,"0,99",4/22/2020,
Citadel Advisors LLC,Tobii AB,SE0002591420,"0,51",4/22/2020,
CapeView Capital LLP,Husqvarna Aktiebolag,SE0001662230,"0,59",4/22/2020,
Millennium Capital Partners LLP,Skanska AB,SE0000113250,"0,52",4/22/2020,
Citadel Advisors LLC,Scandic Hotels Group AB,SE0007640156,"0,94",4/22/2020,
"CPMG, Inc.",Intrum AB,SE0000936478,"0,82",4/22/2020,
Carlson Capital UK LLP ,Skanska AB,SE0000113250,"<0,5",4/22/2020,
Citadel Advisors LLC,Aktiebolaget Electrolux,SE0000103814,"0,63",4/22/2020,
Voleon Capital Management LP,Fingerprint Cards AB,SE0008374250,"2,21",4/21/2020,
SFM UK Management LLP,SAAB Aktiebolag,SE0000112385,"0,62",4/21/2020,
Marshall Wace LLP,Intrum AB,SE0000936478,"1,47",4/21/2020,
Maverick Capital Ltd,H & M Hennes & Mauritz AB,SE0000106270,"0,61",4/21/2020,
"CPMG, Inc.",Intrum AB,SE0000936478,"0,94",4/21/2020,
Citadel Advisors LLC,Tobii AB,SE0002591420,"<0,5",4/21/2020,
WORLDQUANT LLC,SAS AB,SE0003366871,"<0,5",4/21/2020,
Citadel Advisors LLC,SAS AB,SE0003366871,"0,73",4/21/2020,
Voleon Capital Management LP,Powercell Sweden AB (publ),SE0006425815,"0,59",4/21/2020,
ALCUR FONDER AB,Clas Ohlson Aktiebolag,SE0000584948,"0,65",4/21/2020,
Voleon Capital Management LP,NetEnt AB (publ),SE0012455525,"1,4",4/21/2020,
WORLDQUANT LLC,EOLUS VIND AB,SE0007075056,"<0,5",4/21/2020,
Voleon Capital Management LP,LeoVegas AB (publ),SE0008091904,"1,39",4/21/2020,
Citadel Advisors LLC,Scandic Hotels Group AB,SE0007640156,"0,87",4/21/2020,
Citadel Advisors LLC,Tobii AB,SE0002591420,"0,5",4/20/2020,
TALOMON CAPITAL LIMITED,Electrolux Professional AB (publ),SE0013747870,"0,72",4/20/2020,
Voleon Capital Management LP,Mekonomen Aktiebolag,SE0002110064,"0,55",4/20/2020,
Canada Pension Plan Investment Board,NCC Aktiebolag,SE0000117970,"<0,5",4/20/2020,
SFM UK Management LLP,SAAB Aktiebolag,SE0000112385,"0,55",4/20/2020,
ALCUR FONDER AB,Svolder Aktiebolag,SE0010663310,"0,64",4/20/2020,
WORLDQUANT LLC,SAS AB,SE0003366871,"0,53",4/20/2020,
Caxton Europe LLP,SAS AB,SE0003366871,"0,66",4/20/2020,
Candlestick Capital Management LP,Dometic Group AB (publ),SE0007691613,"0,6",4/20/2020,
Citadel Europe LLP,Aktiebolaget Electrolux,SE0000103814,"1,03",4/20/2020,
Voleon Capital Management LP,Hansa Biopharma AB,SE0002148817,"1,1",4/20/2020,
Naya Capital Management UK Limited,Intrum AB,SE0000936478,"1,43",4/20/2020,
Citadel Europe LLP,SSAB AB,SE0000120669,"1,9",4/20/2020,
Citadel Advisors LLC,SAS AB,SE0003366871,"0,64",4/20/2020,
Citadel Advisors LLC,SSAB AB,SE0000120669,"1,09",4/20/2020,
Citadel Advisors LLC,Aktiebolaget Electrolux,SE0000103814,"0,5",4/17/2020,
WORLDQUANT LLC,Hansa Biopharma AB,SE0002148817,"<0,5",4/17/2020,
BlackRock Investment Management (UK) Limited,Alimak Group AB (publ),SE0007158910,"0,81",4/17/2020,
WORLDQUANT LLC,NCC Aktiebolag,SE0000117970,"0,5",4/17/2020,
Marshall Wace LLP,SAS AB,SE0003366871,"1,37",4/17/2020,
Citadel Europe LLP,ICA Gruppen Aktiebolag,SE0000652216,"0,9",4/17/2020,
JPMorgan Asset Management (UK) Ltd,Tobii AB,SE0002591420,"1,11",4/17/2020,
GLG Partners LP,Arjo AB (publ),SE0010468116,"0,67",4/17/2020,
Citadel Advisors LLC,Scandic Hotels Group AB,SE0007640156,"0,71",4/16/2020,
"CPMG, Inc.",Intrum AB,SE0000936478,"1,09",4/16/2020,
ALCUR FONDER AB,Clas Ohlson Aktiebolag,SE0000584948,"0,5",4/16/2020,
Citadel Europe LLP,Alfa Laval AB,SE0000695876,"<0,5",4/16/2020,
Systematica Investments Limited,Modern Times Group MTG AB,SE0000412371,"0,6",4/16/2020,
Citadel Advisors LLC,Aktiebolaget SKF,SE0000108227,"<0,5",4/16/2020,
AHL Partners LLP,JM AB,SE0000806994,"0,7",4/16/2020,
ALCUR FONDER AB,Clas Ohlson Aktiebolag,SE0000584948,"0,5",4/16/2020,
Citadel Europe LLP,Aktiebolaget SKF,SE0000108227,"<0,5",4/16/2020,
"Keel Capital S.A., SICAV-SIF - Foghorn 2",Byggmax Group AB,SE0003303627,"<0,5",4/16/2020,
Citadel Advisors LLC,SAS AB,SE0003366871,"0,71",4/16/2020,
AHL Partners LLP,JM AB,SE0000806994,"0,7",4/16/2020,
Marshall Wace LLP,JM AB,SE0000806994,"1,2",4/16/2020,
Systematica Investments Limited,Modern Times Group MTG AB,SE0000412371,"0,6",4/16/2020,
Citadel Advisors LLC,SAS AB,SE0003366871,"0,71",4/16/2020,
WORLDQUANT LLC,Hansa Biopharma AB,SE0002148817,"0,5",4/16/2020,
Naya Capital Management UK Limited,Intrum AB,SE0000936478,"1,32",4/16/2020,
Citadel Europe LLP,Aktiebolaget Electrolux,SE0000103814,"0,92",4/16/2020,
Marshall Wace LLP,JM AB,SE0000806994,"1,2",4/16/2020,
Atom Investors LP,Intrum AB,SE0000936478,"<0,5",4/16/2020,
"CPMG, Inc.",Intrum AB,SE0000936478,"1,09",4/16/2020,
Naya Capital Management UK Limited,Intrum AB,SE0000936478,"1,32",4/16/2020,
Citadel Europe LLP,Aktiebolaget Electrolux,SE0000103814,"0,92",4/16/2020,
Citadel Europe LLP,H & M Hennes & Mauritz AB,SE0000106270,"<0,5",4/16/2020,
Connor Clark & Lunn Investment Management Ltd.,Attendo AB (publ),SE0007666110,"<0,5",4/16/2020,
Citadel Advisors LLC,Scandic Hotels Group AB,SE0007640156,"0,71",4/16/2020,
WORLDQUANT LLC,Hansa Biopharma AB,SE0002148817,"0,5",4/16/2020,
Mangold Fondkommission AB,EMOTRA AB,SE0006851507,"<0,5",4/16/2020,
DNB Asset Management AS,Dustin Group AB,SE0006625471,"0,76",4/15/2020,
Naya Capital Management UK Limited,Intrum AB,SE0000936478,"1,2",4/15/2020,
Voleon Capital Management LP,Fingerprint Cards AB,SE0008374250,"2,11",4/15/2020,
Citadel Advisors LLC,Modern Times Group MTG AB,SE0000412371,"0,5",4/15/2020,
DNB Asset Management AS,Paradox Interactive AB (publ),SE0008294953,"0,66",4/15/2020,
AQR Capital Management LLC,SAAB Aktiebolag,SE0000112385,"1,12",4/15/2020,
Voleon Capital Management LP,SAS AB,SE0003366871,"1,05",4/15/2020,
Marshall Wace LLP,Scandic Hotels Group AB,SE0007640156,"0,7",4/15/2020,
Arrowstreet Capital Limited Partnership,EOLUS VIND AB,SE0007075056,"0,51",4/15/2020,
SFM UK Management LLP,Husqvarna Aktiebolag,SE0001662230,"0,72",4/15/2020,
WORLDQUANT LLC,Scandic Hotels Group AB,SE0007640156,"<0,5",4/15/2020,
Voleon Capital Management LP,Fingerprint Cards AB,SE0008374250,"2,03",4/14/2020,
Voleon Capital Management LP,Hansa Biopharma AB,SE0002148817,1,4/14/2020,
WORLDQUANT LLC,SAS AB,SE0003366871,"0,61",4/14/2020,
Marshall Wace LLP,Boliden AB,SE0012455673,"1,38",4/14/2020,
Citadel Europe LLP,ICA Gruppen Aktiebolag,SE0000652216,"0,89",4/14/2020,
Citadel Europe LLP,Aktiebolaget Electrolux,SE0000103814,"0,72",4/14/2020,
Marshall Wace LLP,Scandic Hotels Group AB,SE0007640156,"0,57",4/14/2020,
Citadel Advisors LLC,Scandic Hotels Group AB,SE0007640156,"0,65",4/14/2020,
WORLDQUANT LLC,Scandic Hotels Group AB,SE0007640156,"0,51",4/14/2020,
Citadel Advisors LLC,Aktiebolaget SKF,SE0000108227,"0,59",4/14/2020,
Capital Fund Management SA,SAAB Aktiebolag,SE0000112385,"0,58",4/14/2020,
Citadel Europe LLP,Aktiebolaget SKF,SE0000108227,"0,74",4/14/2020,
Armistice Capital LLC,Orexo AB,SE0000736415,"1,58",4/14/2020,
Marshall Wace LLP,Hexagon Aktiebolag,SE0000103699,"0,89",4/14/2020,
Canada Pension Plan Investment Board,NCC Aktiebolag,SE0000117970,"0,59",4/14/2020,
GMT Capital Corp,Mycronic AB (publ),SE0000375115,"0,62",4/10/2020,
MILLENNIUM INTERNATIONAL MANAGEMENT LP,BioArctic AB,SE0010323311,"0,51",4/9/2020,
Voleon Capital Management LP,Oncopeptides AB,SE0009414576,"1,09",4/9/2020,
Voleon Capital Management LP,Powercell Sweden AB (publ),SE0006425815,"0,68",4/9/2020,
Portsea Asset Management LLP,Scandic Hotels Group AB,SE0007640156,"0,67",4/9/2020,
TALOMON CAPITAL LIMITED,Indutrade Aktiebolag,SE0001515552,"0,72",4/9/2020,
PDT Partners LLC,SAS AB,SE0003366871,"0,5",4/9/2020,
Jane Street Group LLC,Collector AB,SE0007048020,"<0,5",4/9/2020,
Citadel Advisors LLC,LeoVegas AB (publ),SE0008091904,"<0,5",4/8/2020,
Atom Investors LP,Intrum AB,SE0000936478,"0,5",4/8/2020,
WORLDQUANT LLC,Scandic Hotels Group AB,SE0007640156,"0,79",4/8/2020,
Citadel Europe LLP,Alfa Laval AB,SE0000695876,"0,59",4/8/2020,
Marshall Wace LLP,Sinch AB (publ),SE0007439112,"0,69",4/8/2020,
Citadel Advisors LLC,Modern Times Group MTG AB,SE0000412371,"<0,5",4/8/2020,
WORLDQUANT LLC,SAS AB,SE0003366871,"0,54",4/8/2020,
Citadel Advisors LLC,SSAB AB,SE0000120669,"1,18",4/8/2020,
Marshall Wace LLP,SAS AB,SE0003366871,"1,48",4/8/2020,
Lansdowne Partners (UK) LLP,Intrum AB,SE0000936478,"1,1",4/8/2020,
ALCUR FONDER AB,Gränges AB,SE0006288015,"0,7",4/8/2020,
WORLDQUANT LLC,EOLUS VIND AB,SE0007075056,"0,5",4/8/2020,
"CPMG, Inc.",Intrum AB,SE0000936478,"1,7",4/8/2020,
SFM UK Management LLP,Husqvarna Aktiebolag,SE0001662230,"0,58",4/7/2020,
PDT Partners LLC,SAS AB,SE0003366871,"<0,5",4/7/2020,
Voleon Capital Management LP,LeoVegas AB (publ),SE0008091904,"1,46",4/7/2020,
Marshall Wace LLP,Elekta AB (publ),SE0000163628,"0,58",4/7/2020,
BlackRock Investment Management (UK) Limited,Elekta AB (publ),SE0000163628,"0,5",4/7/2020,
Citadel Europe LLP,Aktiebolaget SKF,SE0000108227,"0,96",4/7/2020,
Egerton Capital (UK) LLP,Elekta AB (publ),SE0000163628,"1,77",4/7/2020,
Citadel Europe LLP,ICA Gruppen Aktiebolag,SE0000652216,"0,95",4/7/2020,
Rye Bay Capital LLP,JM AB,SE0000806994,"1,36",4/7/2020,
Voleon Capital Management LP,NetEnt AB (publ),SE0012455525,"1,38",4/7/2020,
Melvin Capital Management LP,H & M Hennes & Mauritz AB,SE0000106270,"0,63",4/7/2020,
Marshall Wace LLP,Modern Times Group MTG AB,SE0000412371,"1,12",4/7/2020,
Squarepoint Ops LLC,Hansa Biopharma AB,SE0002148817,"0,58",4/7/2020,
Marshall Wace LLP,Sinch AB (publ),SE0007439112,"0,7",4/7/2020,
Pictet Asset Management SA,Securitas AB,SE0000163594,"0,64",4/7/2020,
Portsea Asset Management LLP,Scandic Hotels Group AB,SE0007640156,"1,69",4/7/2020,
Citadel Advisors LLC,SSAB AB,SE0000120669,"1,2",4/7/2020,
Voleon Capital Management LP,Oncopeptides AB,SE0009414576,"1,15",4/7/2020,
Citadel Europe LLP,Aktiebolaget Electrolux,SE0000103814,"0,53",4/7/2020,
WORLDQUANT LLC,Scandic Hotels Group AB,SE0007640156,"0,91",4/7/2020,
Carlson Capital UK LLP ,Skanska AB,SE0000113250,"0,57",4/6/2020,
Marshall Wace LLP,Boliden AB,SE0012455673,"1,41",4/6/2020,
PDT Partners LLC,SAS AB,SE0003366871,"0,5",4/6/2020,
Citadel Advisors LLC,Aktiebolaget SKF,SE0000108227,"0,68",4/6/2020,
Marshall Wace LLP,Boliden AB,SE0012455673,"1,41",4/6/2020,
Portsea Asset Management LLP,Scandic Hotels Group AB,SE0007640156,"1,55",4/6/2020,
Voleon Capital Management LP,Powercell Sweden AB (publ),SE0006425815,"0,75",4/6/2020,
Sylebra Capital Limited,Mycronic AB (publ),SE0000375115,"0,76",4/6/2020,
Voleon Capital Management LP,KINDRED GROUP PLC,SE0007871645,"0,5",4/6/2020,
Citadel Europe LLP,Aktiebolaget SKF,SE0000108227,"1,03",4/6/2020,
WORLDQUANT LLC,Scandic Hotels Group AB,SE0007640156,"0,89",4/6/2020,
TT International Asset Management Ltd,JM AB,SE0000806994,"0,57",4/6/2020,
Voleon Capital Management LP,Hoist Finance AB (publ),SE0006887063,"0,61",4/6/2020,
Marshall Wace LLP,JM AB,SE0000806994,"1,19",4/6/2020,
Voleon Capital Management LP,Fingerprint Cards AB,SE0008374250,"1,91",4/6/2020,
Citadel Europe LLP,Aktiebolaget SKF,SE0000108227,"1,03",4/6/2020,
Citadel Advisors LLC,Aktiebolaget SKF,SE0000108227,"0,68",4/6/2020,
Naya Capital Management UK Limited,Intrum AB,SE0000936478,"1,15",4/6/2020,
ALCUR FONDER AB,Gränges AB,SE0006288015,"0,65",4/5/2020,
GMT Capital Corp,Mycronic AB (publ),SE0000375115,"0,75",4/3/2020,
Naya Capital Management UK Limited,JM AB,SE0000806994,"<0,5",4/3/2020,
GLG Partners LP,Arjo AB (publ),SE0010468116,"0,79",4/3/2020,
Sylebra Capital Limited,Mycronic AB (publ),SE0000375115,"0,65",4/3/2020,
Carlson Capital UK LLP ,Skanska AB,SE0000113250,"<0,5",4/3/2020,
Oceanwood Capital Management Limited,Intrum AB,SE0000936478,"1,2",4/3/2020,
Voleon Capital Management LP,Fingerprint Cards AB,SE0008374250,"1,89",4/3/2020,
Marshall Wace Asia Ltd,Skanska AB,SE0000113250,"0,6",4/3/2020,
Marshall Wace LLP,Skanska AB,SE0000113250,"0,92",4/3/2020,
Arrowstreet Capital Limited Partnership,Hansa Biopharma AB,SE0002148817,"0,52",4/3/2020,
Pictet Asset Management SA,Securitas AB,SE0000163594,"0,76",4/3/2020,
WORLDQUANT LLC,Nobina AB (publ),SE0007185418,"<0,5",4/3/2020,
AQR Capital Management LLC,Svenska Cellulosa Aktiebolaget SCA,SE0000112724,"1,71",4/3/2020,
WORLDQUANT LLC,EOLUS VIND AB,SE0007075056,"<0,5",4/3/2020,
ALCUR FONDER AB,Gränges AB,SE0006288015,"0,59",4/2/2020,
Naya Capital Management UK Limited,JM AB,SE0000806994,"0,54",4/2/2020,
Bogle Investment Management LP,G5 Entertainment AB (publ),SE0001824004,"0,72",4/2/2020,
Marshall Wace LLP,JM AB,SE0000806994,"1,26",4/2/2020,
Sylebra Capital Limited,Mycronic AB (publ),SE0000375115,"0,61",4/2/2020,
Marshall Wace LLP,Peab AB,SE0000106205,1,4/2/2020,
AQR Capital Management LLC,BillerudKorsnäs Aktiebolag (publ),SE0000862997,"0,99",4/2/2020,
WORLDQUANT LLC,Scandic Hotels Group AB,SE0007640156,"0,7",4/2/2020,
Citadel Advisors LLC,SAS AB,SE0003366871,"0,58",4/2/2020,
Marshall Wace LLP,Hexagon Aktiebolag,SE0000103699,"0,99",4/2/2020,
Voleon Capital Management LP,Fingerprint Cards AB,SE0008374250,"1,76",4/2/2020,
WORLDQUANT LLC,SAS AB,SE0003366871,"<0,5",4/2/2020,
Marshall Wace LLP,Skanska AB,SE0000113250,"0,89",4/2/2020,
Citadel Advisors LLC,SSAB AB,SE0000120669,"1,14",4/2/2020,
GUEVOURA FUND,XMREALITY,SE0009664188,"<0,5",4/2/2020,
Portsea Asset Management LLP,Scandic Hotels Group AB,SE0007640156,"1,16",4/2/2020,
Citadel Europe LLP,Alfa Laval AB,SE0000695876,"0,68",4/2/2020,
Maverick Capital Ltd,H & M Hennes & Mauritz AB,SE0000106270,"0,51",4/1/2020,
Bridger Management LLC,Elekta AB (publ),SE0000163628,"0,73",4/1/2020,
Voleon Capital Management LP,Hoist Finance AB (publ),SE0006887063,"0,53",4/1/2020,
Soroban Capital Partners LP,Lundin Energy AB,SE0000825820,"<0,5",4/1/2020,
Squarepoint Ops LLC,Hansa Biopharma AB,SE0002148817,"0,69",4/1/2020,
Marshall Wace LLP,Peab AB,SE0000106205,"0,99",4/1/2020,
Voleon Capital Management LP,Fingerprint Cards AB,SE0008374250,"1,63",4/1/2020,
Marshall Wace Asia Ltd,JM AB,SE0000806994,"0,71",4/1/2020,
Portsea Asset Management LLP,Scandic Hotels Group AB,SE0007640156,"1,04",4/1/2020,
DNB Asset Management AS,Dustin Group AB,SE0006625471,"1,05",4/1/2020,
WORLDQUANT LLC,SAS AB,SE0003366871,"0,56",4/1/2020,
Marshall Wace LLP,Intrum AB,SE0000936478,"1,58",4/1/2020,
Voleon Capital Management LP,Tethys Oil AB,SE0012455202,"0,7",4/1/2020,
Marshall Wace LLP,Modern Times Group MTG AB,SE0000412371,"1,02",4/1/2020,
WORLDQUANT LLC,Scandic Hotels Group AB,SE0007640156,"0,66",4/1/2020,
Voleon Capital Management LP,Oncopeptides AB,SE0009414576,"1,2",3/31/2020,
Citadel Advisors LLC,Aktiebolaget SKF,SE0000108227,"0,76",3/31/2020,
WORLDQUANT LLC,Nobina AB (publ),SE0007185418,"0,58",3/31/2020,
Soroban Capital Partners LP,Lundin Energy AB,SE0000825820,"0,6",3/31/2020,
WORLDQUANT LLC,SAS AB,SE0003366871,"0,72",3/31/2020,
Marshall Wace LLP,SAS AB,SE0003366871,"1,58",3/31/2020,
GMT Capital Corp,Mycronic AB (publ),SE0000375115,"0,89",3/31/2020,
Citadel Europe LLP,Aktiebolaget SKF,SE0000108227,"1,16",3/31/2020,
Citadel Europe LLP,ICA Gruppen Aktiebolag,SE0000652216,1,3/31/2020,
Marshall Wace LLP,Elekta AB (publ),SE0000163628,"0,68",3/31/2020,
Voleon Capital Management LP,Fingerprint Cards AB,SE0008374250,"1,44",3/31/2020,
Citadel Advisors LLC,SSAB AB,SE0000120669,"1,08",3/31/2020,
Marshall Wace LLP,JM AB,SE0000806994,"1,38",3/31/2020,
DNB Asset Management AS,Dustin Group AB,SE0006625471,"1,44",3/31/2020,
Marshall Wace LLP,Boliden AB,SE0012455673,"1,3",3/31/2020,
Portsea Asset Management LLP,Scandic Hotels Group AB,SE0007640156,"0,71",3/31/2020,
Citadel Europe LLP,H & M Hennes & Mauritz AB,SE0000106270,"0,56",3/30/2020,
Voleon Capital Management LP,NetEnt AB (publ),SE0012455525,"1,4",3/30/2020,
Marshall Wace LLP,Gränges AB,SE0006288015,"<0,5",3/30/2020,
Marshall Wace LLP,Skanska AB,SE0000113250,"0,9",3/30/2020,
